gene_symbol,disease,disease_subtype,syndrome,ClinGen_classification,G2P_classification,OMIM_inheritence,G2P_allelic_requirement,ClinGen_mutation_consequence,OMIM_gene_ID,OMIM_disease_name,OMIM_disease_ID,ORPHA_ID,MONDO_ID,G2P_organ_specificity_list,G2P_panel,prev_symbols,hgnc_id,gene_disease_pair_entry_date,share_status,IC_signed_by,ClinGen_pmids,HPO_phenotypes
TRIM63,HCM,NA,NA,Limited,Possible,AD,monoallelic,"Missense, LOF",606131,"CARDIOMYOPATHY, HYPERTROPHIC",NA,NA,MONDO_0005045,NA,Cardiac,NA,HGNC:16007,NA,NA,NA,22821932;25801283;15601779;11679633;,NA
TTN,HCM,NA,NA,Limited,Possible,AD,monoallelic,Missense,188840,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 9",613765,NA,MONDO_0013412,NA,Cardiac,"CMD1G, CMH9, CMPD4, EOMFC, HMERF, LGMD2J, LGMDR10, MYLK5, SALMY, TMD",HGNC:12403,NA,NA,NA,27625337;21297871;8631348;15582318;25613900;10462489;19608031;27625337;17261657;19679835,HP:0011463;HP:0000160;HP:0002355;HP:0012764;HP:0009113;HP:0001712;HP:0003593;HP:0003805;HP:0001999;HP:0001256;HP:0003306;HP:0030059;HP:0002194;HP:0003391;HP:0000006;HP:0001761;HP:0001634;HP:0003376;HP:0000602;HP:0001654;HP:0002828;HP:0000308;HP:0003691;HP:0001635;HP:0009046;HP:0001874;HP:0003457;HP:0003555;HP:0001639;HP:0002877;HP:0100578;HP:0000193;HP:0000407;HP:0100293;HP:0031374;HP:0000276;HP:0003701;HP:0100295;HP:0003236;HP:0002093;HP:0001762;HP:0001667;HP:0003829;HP:0002650;HP:0003323;HP:0006699;HP:0003551;HP:0004322;HP:0003327;HP:0000411;HP:0008994;HP:0003687;HP:0001638;HP:0003547;HP:0003202;HP:0003722;HP:0003581;HP:0010628;HP:0001618;HP:0002312;HP:0005110;HP:0008963;HP:0031237;HP:0003577;HP:0030091;HP:0008959;HP:0003273;HP:0003403;HP:0003731;HP:0000303;HP:0009049;HP:0001508;HP:0003741;HP:0011675;HP:0001763;HP:0001385;HP:0001644;HP:0001260;HP:0001708;HP:0005991;HP:0000007;HP:0001678;HP:0001288;HP:0002747;HP:0000508;HP:0002460;HP:0100807;HP:0001290;HP:0003803;HP:0008800;HP:0002359;HP:0003198;HP:0003324;HP:0003828;HP:0000597;HP:0003715;HP:0030319;HP:0000218;HP:0003749;HP:0002421;HP:0003307;HP:0008981;HP:0004756;HP:0012664;HP:0003458;HP:0002527;HP:0002792;HP:0008180;HP:0001270;HP:0009027;HP:0004889;HP:0009077;HP:0009058;HP:0003560;HP:0001699;HP:0002094;HP:0000278;HP:0002515;HP:0008978;HP:0001620;HP:0000982;HP:0002878;HP:0002111;HP:0001349;HP:0003700;HP:0000750;HP:0001284;HP:0001371;HP:0003557;HP:0003677
VCL,HCM,NA,NA,Limited,Possible,AD,monoallelic,Missense,193065,"CARDIOMYOPATHY, HYPERTROPHIC, 15",613255,NA,MONDO_0013200,NA,Cardiac,"CMD1W, CMH15, HEL114, MV, MVCL",HGNC:12665,NA,NA,NA,17097056;16949038;27503891,HP:0000407;HP:0001639;HP:0002094;HP:0001644;HP:0003457;HP:0001635;HP:0003198;HP:0000006;HP:0000982;HP:0001874;HP:0003236;HP:0006685;HP:0100578
SCN5A,ARVC_CG,NA,NA,Limited,Possible,AD,monoallelic,NA,600163,NA,NA,NA,NA,NA,Cardiac,"CDCD2, CMD1E, CMPD2, HB1, HB2, HBBD, HH1, ICCD, IVF, LQT3, Nav1.5, PFHB1, SSS1, VF1",HGNC:10593,NA,confidential,NA,NA,HP:0001649;HP:0001635;HP:0001695;HP:0005170;HP:0500018;HP:0004751;HP:0005155;HP:0025478;HP:0003236;HP:0001197;HP:0000006;HP:0001874;HP:0002027;HP:0000007;HP:0001664;HP:0011711;HP:0006673;HP:0004757;HP:0002094;HP:0001425;HP:0001663;HP:0001678;HP:0002047;HP:0001688;HP:0001250;HP:0000407;HP:0006699;HP:0001297;HP:0011704;HP:0011705;HP:0004749;HP:0006671;HP:0011712;HP:0001962;HP:0005110;HP:0011713;HP:0005184;HP:0031295;HP:0002900;HP:0011675;HP:0001645;HP:0003457;HP:0003198;HP:0001426;HP:0001279;HP:0004308;HP:0004755;HP:0001712;HP:0012332;HP:0005949;HP:0012722;HP:0001657;HP:0011715;HP:0012251;HP:0005172;HP:0002321;HP:0006682;HP:0001644;HP:0005135;HP:0000982;HP:0011710;HP:0005180;HP:0100578
LMNA,ARVC_CG,NA,NA,Limited,Possible,AD,monoallelic,NA,150330,NA,NA,NA,NA,NA,Cardiac,"CDCD1, CDDC, CMD1A, CMT2B1, EMD2, FPL, FPLD, FPLD2, HGPS, IDC, LDP1, LFP, LGMD1B, LMN1, LMNC, LMNL1, MADA, PRO1",HGNC:6636,NA,confidential,NA,NA,HP:0001397;HP:0009839;HP:0006266;HP:0007509;HP:0010648;HP:0008065;HP:0030445;HP:0040019;HP:0007592;HP:0031013;HP:0000869;HP:0002616;HP:0000311;HP:0004279;HP:0003202;HP:0002170;HP:0100679;HP:0004054;HP:0001196;HP:0100546;HP:0003306;HP:0000176;HP:0001156;HP:0000581;HP:0000431;HP:0000164;HP:0003300;HP:0000520;HP:0003805;HP:0001816;HP:0008985;HP:0001513;HP:0001508;HP:0000465;HP:0008993;HP:0006829;HP:0002747;HP:0011703;HP:0000956;HP:0040083;HP:0009906;HP:0001597;HP:0011807;HP:0002671;HP:0000047;HP:0025354;HP:0008197;HP:0005692;HP:0002515;HP:0003761;HP:0002097;HP:0011040;HP:0008214;HP:0001838;HP:0002486;HP:0000991;HP:0001634;HP:0000316;HP:0009053;HP:0001681;HP:0004326;HP:0001596;HP:0004931;HP:0003355;HP:0000518;HP:0010219;HP:0001952;HP:0001645;HP:0002231;HP:0002669;HP:0000822;HP:0000855;HP:0003384;HP:0003383;HP:0005267;HP:0002093;HP:0003635;HP:0000535;HP:0011220;HP:0000684;HP:0011001;HP:0002808;HP:0100601;HP:0000953;HP:0009125;HP:0009027;HP:0003691;HP:0005177;HP:0001425;HP:0003076;HP:0001639;HP:0006766;HP:0100615;HP:0000877;HP:0005150;HP:0002216;HP:0002804;HP:0100324;HP:0002211;HP:0100526;HP:0003717;HP:0000540;HP:0005253;HP:0001788;HP:0005978;HP:0005155;HP:0005659;HP:0001808;HP:0001650;HP:0002828;HP:0000789;HP:0001677;HP:0012084;HP:0007485;HP:0001376;HP:0001651;HP:0004631;HP:0001657;HP:0000444;HP:0004492;HP:0005997;HP:0001761;HP:0002421;HP:0100833;HP:0003292;HP:0001643;HP:0008180;HP:0000270;HP:0000653;HP:0000494;HP:0001558;HP:0003141;HP:0008897;HP:0003236;HP:0100607;HP:0001733;HP:0004380;HP:0003074;HP:0009882;HP:0100578;HP:0040270;HP:0006288;HP:0000377;HP:0002136;HP:0001653;HP:0006785;HP:0001263;HP:0000912;HP:0007618;HP:0004325;HP:0100659;HP:0003115;HP:0004755;HP:0006585;HP:0011968;HP:0002936;HP:0005162;HP:0004382;HP:0005474;HP:0002797;HP:0001265;HP:0001658;HP:0001371;HP:0002155;HP:0001712;HP:0012478;HP:0001669;HP:0000961;HP:0200021;HP:0007427;HP:0002692;HP:0000831;HP:0030053;HP:0000293;HP:0200102;HP:0001698;HP:0008283;HP:0006480;HP:0000678;HP:0011702;HP:0000519;HP:0002460;HP:0003198;HP:0008739;HP:0010721;HP:0002829;HP:0000765;HP:0001620;HP:0000035;HP:0008994;HP:0002089;HP:0000275;HP:0011414;HP:0008070;HP:0006660;HP:0003378;HP:0002905;HP:0000233;HP:0001735;HP:0001622;HP:0003327;HP:0000819;HP:0002230;HP:0000668;HP:0001678;HP:0000467;HP:0008151;HP:0002289;HP:0006645;HP:0001608;HP:0001637;HP:0008069;HP:0031409;HP:0000147;HP:0001015;HP:0001288;HP:0008064;HP:0004331;HP:0000347;HP:0000272;HP:0006824;HP:0002557;HP:0012645;HP:0001252;HP:0100678;HP:0000963;HP:0008419;HP:0100585;HP:0002827;HP:0000894;HP:0000561;HP:0040266;HP:0000218;HP:0005328;HP:0001595;HP:0005181;HP:0030685;HP:0002987;HP:0004950;HP:0001387;HP:0003325;HP:0004414;HP:0001771;HP:0002209;HP:0000621;HP:0004749;HP:0000453;HP:0010665;HP:0003741;HP:0007394;HP:0000546;HP:0012745;HP:0000400;HP:0000508;HP:0003077;HP:0000934;HP:0000823;HP:0000685;HP:0001043;HP:0001870;HP:0001297;HP:0003307;HP:0006710;HP:0011356;HP:0006739;HP:0007703;HP:0000842;HP:0002621;HP:0001631;HP:0003484;HP:0002858;HP:0100490;HP:0009064;HP:0008997;HP:0005115;HP:0000407;HP:0011832;HP:0007495;HP:0002164;HP:0008981;HP:0100031;HP:0000835;HP:0001270;HP:0001007;HP:0003431;HP:0004417;HP:0100658;HP:0000144;HP:0008944;HP:0005595;HP:0031546;HP:0000815;HP:0001635;HP:0000883;HP:0008887;HP:0200042;HP:0003418;HP:0008956;HP:0100013;HP:0007543;HP:0005110;HP:0003758;HP:0000468;HP:0004361;HP:0000006;HP:0001714;HP:0002650;HP:0005339;HP:0040160;HP:0009924;HP:0003376;HP:0040171;HP:0000774;HP:0002326;HP:0000905;HP:0005109;HP:0001159;HP:0000418;HP:0006267;HP:0011727;HP:0004943;HP:0003233;HP:0000938;HP:0008209;HP:0000966;HP:0004334;HP:0000767;HP:0000826;HP:0003701;HP:0000160;HP:0002753;HP:0012397;HP:0012722;HP:0002758;HP:0003458;HP:0000534;HP:0004349;HP:0000135;HP:0001644;HP:0003011;HP:0001315;HP:0003777;HP:0030117;HP:0000320;HP:0001070;HP:0001279;HP:0004308;HP:0030084;HP:0002600;HP:0011675;HP:0003693;HP:0002645;HP:0003712;HP:0001324;HP:0009049;HP:0000695;HP:0100649;HP:0003738;HP:0000369;HP:0003690;HP:0000073;HP:0008244;HP:0001284;HP:0009771;HP:0000962;HP:0001385;HP:0000506;HP:0100820;HP:0100671;HP:0001744;HP:0008968;HP:0045075;HP:0100362;HP:0003457;HP:0001894;HP:0008948;HP:0001601;HP:0002751;HP:0100783;HP:0001611;HP:0001760;HP:0001883;HP:0003380;HP:0011800;HP:0001763;HP:0003016;HP:0200041;HP:0009726;HP:0000278;HP:0001510;HP:0011362;HP:0006391;HP:0004970;HP:0001249;HP:0000044;HP:0003124;HP:0005461;HP:0012723;HP:0004416;HP:0004322;HP:0100840;HP:0002240;HP:0009002;HP:0000287;HP:0003700;HP:0000939;HP:0001605;HP:0000365;HP:0001511;HP:0001561;HP:0040189;HP:0000239;HP:0003326;HP:0001097;HP:0002597;HP:0001799;HP:0004388;HP:0003560;HP:0002223;HP:0000007;HP:0006224;HP:0010239
CDH2,ARVC_CG,NA,NA,Limited,Possible,AD,monoallelic,NA,114020,NA,NA,NA,NA,NA,Cardiac,"NCAD, CDHN, CD325",HGNC:1759,NA,confidential,NA,NA,NA
CTNNA3,ARVC_CG,NA,NA,Limited,Possible,AD,monoallelic,NA,607667,"Arrhythmogenic right ventricular dysplasia, familial, 13",615616,NA,NA,NA,Cardiac,"ARVD13, VR22",HGNC:2511,NA,confidential,NA,NA,HP:0011710;HP:0004756;HP:0000006
TGFB3,ARVC_CG,NA,NA,Limited,Possible,AD,monoallelic,NA,190230,Arrhythmogenic right ventricular dysplasia 1,107970,NA,NA,NA,Cardiac,"ARVD, ARVD1, LDS5, RNHF, TGF-beta3",HGNC:11769,NA,confidential,NA,NA,HP:0000768;HP:0002616;HP:0000276;HP:0000822;HP:0100749;HP:0000193;HP:0002326;HP:0002140;HP:0001425;HP:0001645;HP:0100775;HP:0002036;HP:0000278;HP:0000494;HP:0000283;HP:0011663;HP:0012499;HP:0000316;HP:0004950;HP:0000006;HP:0000098;HP:0001629;HP:0002758;HP:0000508;HP:0001631;HP:0000248;HP:0004322;HP:0003549;HP:0001640;HP:0001643;HP:0001763;HP:0001166;HP:0002107;HP:0004944;HP:0004308;HP:0000965;HP:0002650;HP:0001342;HP:0001659;HP:0000023;HP:0001510;HP:0003302;HP:0000767;HP:0000525;HP:0001677;HP:0012163;HP:0000175;HP:0002138;HP:0010646;HP:0200146;HP:0000218;HP:0002705;HP:0000766;HP:0010665;HP:0000978;HP:0001319;HP:0000577;HP:0001655;HP:0005112;HP:0002105;HP:0011106;HP:0002647;HP:0001265;HP:0001518;HP:0004959;HP:0002686;HP:0005162;HP:0012763;HP:0410151;HP:0001270;HP:0001647;HP:0001762;HP:0003199;HP:0000592;HP:0012771;HP:0000268;HP:0002751;HP:0004933;HP:0000520;HP:0001297;HP:0001382;HP:0001653;HP:0000319;HP:0011800;HP:0002875
TTN,ARVC_CG,NA,NA,Limited,Possible,AD,monoallelic,NA,188840,NA,NA,NA,NA,NA,Cardiac,"CMD1G, CMH9, CMPD4, EOMFC, HMERF, LGMD2J, LGMDR10, MYLK5, SALMY, TMD",HGNC:12403,NA,confidential,NA,NA,HP:0000278;HP:0001999;HP:0001654;HP:0001763;HP:0001260;HP:0000602;HP:0001385;HP:0003376;HP:0003715;HP:0009049;HP:0000006;HP:0008180;HP:0009027;HP:0000308;HP:0003805;HP:0003701;HP:0005991;HP:0003306;HP:0002527;HP:0003551;HP:0003749;HP:0100807;HP:0003700;HP:0004889;HP:0003236;HP:0002747;HP:0003691;HP:0002355;HP:0030059;HP:0003803;HP:0009113;HP:0002792;HP:0001284;HP:0003327;HP:0000508;HP:0005110;HP:0003324;HP:0030319;HP:0001288;HP:0003457;HP:0012664;HP:0003202;HP:0002312;HP:0000193;HP:0002650;HP:0001349;HP:0003458;HP:0011675;HP:0003198;HP:0100578;HP:0100295;HP:0001708;HP:0001639;HP:0002111;HP:0000160;HP:0001371;HP:0001635;HP:0000303;HP:0100293;HP:0003741;HP:0008994;HP:0008800;HP:0012764;HP:0002421;HP:0001644;HP:0001712;HP:0002093;HP:0003403;HP:0004322;HP:0002460;HP:0008981;HP:0000276;HP:0001620;HP:0002878;HP:0000597;HP:0003687;HP:0000411;HP:0003555;HP:0001762;HP:0003731;HP:0003722;HP:0003560;HP:0003557;HP:0001256;HP:0001270;HP:0002094;HP:0002515;HP:0009046;HP:0000007;HP:0001508;HP:0003391;HP:0001667;HP:0003323;HP:0003273;HP:0000982;HP:0000218;HP:0009058;HP:0010628;HP:0000750;HP:0001874;HP:0000407;HP:0008963;HP:0001634;HP:0001618;HP:0002359;HP:0004756;HP:0002828;HP:0001290;HP:0002194;HP:0031374;HP:0001678;HP:0006699;HP:0001761;HP:0031237;HP:0002877;HP:0003307;HP:0003547;HP:0008959;HP:0008978
TJP1,ARVC_CG,NA,NA,Limited,Possible,AD,monoallelic,NA,601009,NA,NA,NA,NA,NA,Cardiac,"ZO-1, MGC133289, DKFZp686M05161",HGNC:11827,NA,confidential,NA,NA,NA
MYH7,ARVC_CG,NA,NA,Limited,Possible,AD,monoallelic,NA,160760,NA,NA,NA,NA,NA,Cardiac,"CMD1S, CMH1, MPD1, MYHCB, SPMD, SPMM",HGNC:7577,NA,confidential,NA,NA,HP:0003323;HP:0002194;HP:0003697;HP:0000308;HP:0000982;HP:0031108;HP:0001761;HP:0002515;HP:0008180;HP:0003326;HP:0005180;HP:0003200;HP:0010505;HP:0003327;HP:0002058;HP:0100295;HP:0001622;HP:0001319;HP:0001634;HP:0005162;HP:0011711;HP:0001763;HP:0001315;HP:0001643;HP:0003724;HP:0002093;HP:0100749;HP:0010628;HP:0004971;HP:0005991;HP:0001647;HP:0001680;HP:0002421;HP:0003307;HP:0003700;HP:0011916;HP:0012507;HP:0003755;HP:0001288;HP:0003029;HP:0001612;HP:0010316;HP:0001385;HP:0002015;HP:0003557;HP:0030319;HP:0001436;HP:0000007;HP:0009072;HP:0004322;HP:0001558;HP:0003803;HP:0000276;HP:0000602;HP:0002877;HP:0009054;HP:0008316;HP:0001430;HP:0003198;HP:0008956;HP:0006251;HP:0005110;HP:0004308;HP:0001631;HP:0000006;HP:0003707;HP:0004889;HP:0011808;HP:0030148;HP:0003805;HP:0032341;HP:0001667;HP:0003687;HP:0011675;HP:0000275;HP:0009031;HP:0001620;HP:0008994;HP:0003445;HP:0001645;HP:0001626;HP:0008963;HP:0002460;HP:0002637;HP:0003701;HP:0003484;HP:0002355;HP:0002792;HP:0003789;HP:0003547;HP:0030664;HP:0001635;HP:0100578;HP:0000303;HP:0009053;HP:0006510;HP:0001644;HP:0009027;HP:0008800;HP:0001249;HP:0002111;HP:0030682;HP:0003236;HP:0000467;HP:0001374;HP:0001682;HP:0003555;HP:0001425;HP:0002650;HP:0009077;HP:0001671;HP:0003394;HP:0000822;HP:0000508;HP:0009129;HP:0009055;HP:0003376;HP:0009058;HP:0012378;HP:0001283;HP:0003324;HP:0003741;HP:0100297;HP:0001639;HP:0001708;HP:0004420;HP:0002828;HP:0001874;HP:0004306;HP:0003458;HP:0030680;HP:0003457;HP:0011712;HP:0002747;HP:0004696;HP:0002938;HP:0003121;HP:0030237;HP:0000218;HP:0003704;HP:0011968;HP:0001670;HP:0001508;HP:0001939;HP:0006467;HP:0000407;HP:0003691;HP:0011575;HP:0003306;HP:0001290
MYBPC3,ARVC_CG,NA,NA,Limited,Possible,AD,monoallelic,NA,600958,NA,NA,NA,NA,NA,Cardiac,"CMD1MM, CMH4, FHC, LVNC10, MYBP-C, cMyBP-C",HGNC:7551,NA,confidential,NA,NA,HP:0001714;HP:0001644;HP:0003198;HP:0000407;HP:0000982;HP:0001639;HP:0003457;HP:0100578;HP:0000006;HP:0003236;HP:0100598;HP:0000007;HP:0001640;HP:0030682;HP:0011712;HP:0001541;HP:0001874;HP:0001279;HP:0001698;HP:0002094;HP:0002240;HP:0001663;HP:0001695;HP:0002326;HP:0005144;HP:0011713;HP:0100749;HP:0001297;HP:0001678
MYL3,ARVC_CG,NA,NA,Limited,Possible,AD,monoallelic,NA,160790,NA,NA,NA,NA,NA,Cardiac,"CMH8, MLC-lV/sb, MLC1SB, MLC1V, VLC1, VLCl",HGNC:7584,NA,confidential,NA,NA,HP:0001639;HP:0001645;HP:0001635;HP:0001712;HP:0001723;HP:0031295;HP:0000006;HP:0001962;HP:0001695;HP:0000007;HP:0001663;HP:0010872;HP:0002875;HP:0006685
RYR2,ARVC_CG,NA,NA,Refuted,NA,AD,monoallelic,NA,180902,Arrhythmogenic right ventricular dysplasia 2,600996,NA,NA,NA,Cardiac,"ARVC2, ARVD2, RYR-2, RyR, VTSIP",HGNC:10484,NA,confidential,NA,NA,HP:0001279;HP:0004308;HP:0004758;HP:0025478;HP:0006698;HP:0004756;HP:0001250;HP:0000006;HP:0005162;HP:0002321;HP:0005110;HP:0001645;HP:0011663
A2ML1,RAS,NA,Noonan syndrome,Disputed,NA,AD,monoallelic,NA,610627,NOONAN SYNDROME,NA,ORPHA:648,NA,NA,Cardiac,"CPAMD9, OMS, p170",HGNC:23336,NA,NA,NA,24939586;25862627,HP:0002162;HP:0000368;HP:0002208;HP:0000391;HP:0001004;HP:0004209;HP:0000407;HP:0000465;HP:0002750;HP:0001641;HP:0001252;HP:0000044;HP:0000078;HP:0000767;HP:0006610;HP:0000316;HP:0008872;HP:0000179;HP:0000520;HP:0000494;HP:0011800;HP:0000348;HP:0001260;HP:0000403;HP:0011362;HP:0005692;HP:0007477;HP:0002240;HP:0011381;HP:0000768;HP:0011675;HP:0000347;HP:0000325;HP:0001743;HP:0001892;HP:0004415;HP:0000028;HP:0002167;HP:0100763;HP:0010318;HP:0001324;HP:0000995;HP:0030680;HP:0002974;HP:0001928;HP:0000508;HP:0000486;HP:0000639;HP:0001156;HP:0002650;HP:0011869;HP:0000474;HP:0000476;HP:0000218;HP:0004322;HP:0100625;HP:0000006;HP:0010982;HP:0000278;HP:0001009;HP:0001643;HP:0004959;HP:0002647
ABCC9,BrS,NA,NA,Disputed,NA,NA,NA,NA,601439,NA,NA,NA,NA,NA,Cardiac,"ABC37, ATFB12, CANTU, CMD1O, SUR2",HGNC:60,NA,NA,NA,24439875;25341504;11023978;8826984;,HP:0000159;HP:0010068;HP:0004755;HP:0004756;HP:0011715;HP:0010285;HP:0010109;HP:0008822;HP:0000343;HP:0001279;HP:0000347;HP:0000581;HP:0009928;HP:0000212;HP:0001698;HP:0001644;HP:0004757;HP:0000215;HP:0001520;HP:0002553;HP:0000154;HP:0001654;HP:0000926;HP:0000939;HP:0000158;HP:0001649;HP:0000470;HP:0009882;HP:0001249;HP:0011220;HP:0003236;HP:0010059;HP:0003016;HP:0000179;HP:0000431;HP:0004751;HP:0000340;HP:0000407;HP:0100578;HP:0004975;HP:0007665;HP:0012471;HP:0000944;HP:0005129;HP:0000527;HP:0000463;HP:0001869;HP:0000256;HP:0001639;HP:0000574;HP:0001537;HP:0003457;HP:0001072;HP:0001874;HP:0001155;HP:0005616;HP:0000774;HP:0000336;HP:0002690;HP:0001643;HP:0002750;HP:0001250;HP:0005692;HP:0001163;HP:0002673;HP:0004540;HP:0001182;HP:0002652;HP:0011704;HP:0003198;HP:0005280;HP:0000157;HP:0001647;HP:0000006;HP:0012251;HP:0000664;HP:0002230;HP:0000280;HP:0000414;HP:0004493;HP:0001640;HP:0000232;HP:0003300;HP:0100540;HP:0001004;HP:0000221;HP:0005445;HP:0011712;HP:0002162;HP:0011705;HP:0006101;HP:0003189;HP:0001663;HP:0010055;HP:0000286;HP:0004634;HP:0000885;HP:0000982;HP:0001176;HP:0001695;HP:0000294;HP:0006670;HP:0001256;HP:0000316;HP:0004308
ABCC9,DCM,NA,NA,Disputed,NA,NA,NA,NA,601439,"CARDIOMYOPATHY, DILATED, 1O",608569,NA,NA,NA,Cardiac,"ABC37, ATFB12, CANTU, CMD1O, SUR2",HGNC:60,NA,confidential,NA,24439875;25341504;11023978;8826984;,HP:0000159;HP:0010068;HP:0004755;HP:0004756;HP:0011715;HP:0010285;HP:0010109;HP:0008822;HP:0000343;HP:0001279;HP:0000347;HP:0000581;HP:0009928;HP:0000212;HP:0001698;HP:0001644;HP:0004757;HP:0000215;HP:0001520;HP:0002553;HP:0000154;HP:0001654;HP:0000926;HP:0000939;HP:0000158;HP:0001649;HP:0000470;HP:0009882;HP:0001249;HP:0011220;HP:0003236;HP:0010059;HP:0003016;HP:0000179;HP:0000431;HP:0004751;HP:0000340;HP:0000407;HP:0100578;HP:0004975;HP:0007665;HP:0012471;HP:0000944;HP:0005129;HP:0000527;HP:0000463;HP:0001869;HP:0000256;HP:0001639;HP:0000574;HP:0001537;HP:0003457;HP:0001072;HP:0001874;HP:0001155;HP:0005616;HP:0000774;HP:0000336;HP:0002690;HP:0001643;HP:0002750;HP:0001250;HP:0005692;HP:0001163;HP:0002673;HP:0004540;HP:0001182;HP:0002652;HP:0011704;HP:0003198;HP:0005280;HP:0000157;HP:0001647;HP:0000006;HP:0012251;HP:0000664;HP:0002230;HP:0000280;HP:0000414;HP:0004493;HP:0001640;HP:0000232;HP:0003300;HP:0100540;HP:0001004;HP:0000221;HP:0005445;HP:0011712;HP:0002162;HP:0011705;HP:0006101;HP:0003189;HP:0001663;HP:0010055;HP:0000286;HP:0004634;HP:0000885;HP:0000982;HP:0001176;HP:0001695;HP:0000294;HP:0006670;HP:0001256;HP:0000316;HP:0004308
AKAP9,LQTS,NA,NA,Disputed,NA,AD,monoallelic,NA,604001,LONG QT SYNDROME 11,611820,NA,MONDO_0054838,NA,Cardiac,"AKAP-9, AKAP350, AKAP450, CG-NAP, HYPERION, LQT11, MU-RMS-40.16A, PPP1R45, PRKA9, YOTIAO",HGNC:379,NA,NA,NA,18093912;11799244;22778270;25037568;26132555;26189708;28003625;29350269,HP:0004751;HP:0004308;HP:0001657;HP:0001279;HP:0011712;HP:0004755;HP:0001663;HP:0012251;HP:0001649;HP:0011705;HP:0011715;HP:0011704;HP:0001695;HP:0000006
ANK2,BrS,NA,NA,Disputed,NA,NA,NA,NA,106410,BRUGADA SYNDROME 1,601144,Romano-Ward syndrome ORPHA:101016,MONDO_0010958,NA,Cardiac,"ANK-2, LQT4, brank-2",HGNC:493,NA,NA,NA,27784853;17242276;26230511,HP:0000006;HP:0001425;HP:0005110;HP:0001688;HP:0001279;HP:0001645;HP:0001657
ANK2,LQTS,NA,NA,Disputed,NA,AD,monoallelic,Disease-causing germline mutation(s) (loss of function),106410,LONG QT SYNDROME 4,600919,NA,MONDO_0005045,NA,Cardiac,"ANK-2, LQT4, brank-2",HGNC:493,NA,NA,NA,10579720;12571597;15178757;16253912;16864073;17242276;26132555;27784853;28196901;28003625,HP:0000006;HP:0001425;HP:0005110;HP:0001688;HP:0001279;HP:0001645;HP:0001657
CACNA1C,BrS,NA,NA,Disputed,NA,AD,monoallelic,Disease-causing germline mutation(s),114205,BRUGADA SYNDROME 3,611875,Brugada syndrome ORPHA:130,MONDO_0012742,NA,Cardiac,"CACH2, CACN2, CACNL1A1, CCHL1A1, CaV1.2, LQT8, TS, TS. LQT8",HGNC:1390,NA,NA,NA,17224476;20817017;23575362;24321233;10623591;8392192;10623591,HP:0011712;HP:0002719;HP:0002090;HP:0001645;HP:0001662;HP:0004755;HP:0001629;HP:0001663;HP:0001643;HP:0004751;HP:0000821;HP:0001943;HP:0005280;HP:0001636;HP:0001279;HP:0001290;HP:0001655;HP:0005110;HP:0012251;HP:0001159;HP:0004308;HP:0000717;HP:0001249;HP:0000691;HP:0001263;HP:0001640;HP:0011704;HP:0012272;HP:0012232;HP:0000219;HP:0001649;HP:0011715;HP:0001250;HP:0001657;HP:0001695;HP:0000006;HP:0000311;HP:0001699;HP:0011705;HP:0002901;HP:0012725;HP:0012387
CACNA2D1,BrS,NA,NA,Disputed,NA,AD,monoallelic,NA,114204,BRUGADA SYNDROME 1,601144,Brugada syndrome ORPHA:130,MONDO_0011001,NA,Cardiac,NA,HGNC:1399,NA,NA,NA,20817017;19429829;24309898;25527503,NA
CACNB2,BrS,NA,NA,Disputed,NA,NA,NA,NA,600003,BRUGADA SYNDROME 4,611876,NA,MONDO_0012743,NA,Cardiac,"CACNLB2, CAVB2, MYSB",HGNC:1402,NA,NA,NA,17224476;19358333;20817017;22840528;10623591,HP:0011704;HP:0005110;HP:0012232;HP:0000006;HP:0001695;HP:0011715;HP:0001279;HP:0012251;HP:0011712;HP:0001649;HP:0011705;HP:0004755;HP:0004751;HP:0004308;HP:0001663
FGF12,BrS,NA,NA,Disputed,NA,NA,NA,NA,601513,,NA,NA,NA,NA,Cardiac,"EIEE47, FGF12B, FHF1",HGNC:3668,NA,NA,NA,NA,HP:0001315;HP:0012447;HP:0012547;HP:0100704;HP:0001337;HP:0002465;HP:0002063;HP:0100660;HP:0010841;HP:0001508;HP:0002355;HP:0000543;HP:0001344;HP:0002376;HP:0002317;HP:0003828;HP:0100710;HP:0004322;HP:0000006;HP:0002020;HP:0002133;HP:0012444;HP:0200134;HP:0001249;HP:0007018;HP:0008936;HP:0000708;HP:0001265;HP:0002059;HP:0000508;HP:0000546;HP:0000648;HP:0001272;HP:0001250;HP:0001273;HP:0011968;HP:0002421;HP:0001257;HP:0001298;HP:0000717;HP:0001263;HP:0002540;HP:0001336;HP:0005484;HP:0002509;HP:0000252;HP:0002353;HP:0002070;HP:0004305;HP:0000348;HP:0001558;HP:0000668;HP:0001268;HP:0011443;HP:0012450;HP:0000639;HP:0000750;HP:0002521;HP:0001251;HP:0001290;HP:0000504;HP:0010844;HP:0001288;HP:0000494
